α_1,Α
σ_149,σέσακται
σ_150,σεσάχθαι
σ_151,σεσέλλισαι
σ_152,σεσήκασμαι
σ_153,σεσημασμένωι
σ_154,σέσηρεν
σ_155,σεσηρέναι
σ_156,σεσοβημένος
σ_157,σεσωρευμένον
σ_158,σέσωται καὶ σεσωμένος
σ_159,Σεύθης
σ_160,σέφθησαν
σ_161,σέων
σ_162,σητάνιοι πυροί
σ_163,σηκίδες
σ_164,σίκιννις
σ_165,σηκοί
σ_166,σηκός
σ_167,σηκός
σ_168,σηκός
σ_169,σήλεκτος
σ_170,σημαῖαι
σ_171,σημαίνει
σ_172,σημαίνειν καὶ ἐπισημαίνειν
σ_173,σημαίνειν
σ_174,σημάντορες
σ_175,σήμαντρα
σ_176,σημασία
σ_177,σήματα; τέρατα, σημεῖα
σ_178,Σήμαχος
σ_179,σημεῖα
σ_180,σημεῖα
σ_181,σημεῖον
σ_182,σήραγγες
σ_183,Σηράγγιον
σ_184,Σηράγγιον
σ_185,σήραγξ
σ_186,Σῆρες
σ_187,σήσαμον
σ_188,σησαμῆν
σ_189,σησαμοῦσι
σ_190,Σθένελος
σ_191,σθεναρός
σ_192,σθένει
σ_193,<***>σθενής
σ_194,σιγηλός
σ_195,Σίγειον
σ_196,σιγύνους
σ_197,σιδίῳ
σ_198,σικάριοι
σ_199,σικελίζεις
σ_200,Σικελὸς ὀμφακίζεται
σ_201,σίκερα
σ_202,σίκιννις
σ_203,σίκλος
σ_204,σίκλος
σ_205,σικύαν
σ_206,Σικυών
σ_207,σικχός
σ_208,σικχός
σ_209,σιλλαίνει
σ_210,Σιληνοί
σ_211,σιληπορδεῖν
σ_212,σιλλοῦν
σ_213,σίλφιον
σ_214,Σιμαίθα
σ_215,σίμβλοι
σ_216,σιμικίνθιον
σ_217,σιμόν
σ_218,Σῖμος
σ_219,Σιμύλος
σ_220,Σίμων
σ_221,σινάμωρος
σ_222,Σινδοί
σ_223,σινδονίτης
σ_224,σίνδρων
σ_225,σίνεσθαι
σ_226,σινιάσαι
σ_227,σίνος
σ_228,σινοῦται
σ_229,σίντης
σ_230,σινωπ†ῆ†σαι
σ_231,Σινώπη
σ_232,σιπύα
σ_233,σίραιον
σ_234,σ†ι†ρῆνες
σ_235,Σ†ί†ριον
σ_236,σιροῖς
σ_237,σιρομάστης
σ_238,σισάριον
σ_239,σίσυβοι
σ_240,σισύρα
σ_241,σισύρα
σ_242,σίτου δίκη
σ_243,σιταρχία
σ_244,σιτηρέσιον
σ_245,σιτηρέσιον
σ_246,σιτ†ί†σεων
σ_247,σιτοδεία
σ_248,σῖτος
σ_249,σῖτος
σ_250,σίτου
σ_251,σίτου ἐκβολή
σ_252,σιτούμενος
σ_253,σιτοφύλακες
σ_254,σίττυβα
σ_255,σιτώνης
σ_256,σίφλος
σ_257,σιφλώσειεν
σ_258,σιφνιάζειν καὶ λεσβιάζειν
σ_259,†σιωκολλος†
σ_260,Σκα†β†ωνίδαι
σ_261,σκάζει
σ_262,σκαιᾷ
σ_263,σκαιεμβατεῖν
σ_264,σκαιός
σ_265,σκαιότης
σ_266,σκαίροντες
σ_267,σκαλαθύρματα
σ_268,σκαληνός
σ_269,σκάλλοντες
σ_270,σκάλμη
σ_271,σκαλμοί
σ_272,σκάλοψ
σ_273,σκάλωψ
σ_274,Σκαμανδρ†ιαί†ους
σ_275,Σκαμ†μ†ωνίδαι
σ_276,σκανδάληθρα καὶ σκάνδαλα λέγουσιν
σ_277,σκάνδιξ
σ_278,σκαπανέα
σ_279,σκαπάνη
σ_280,σκαπέρδα
σ_281,σκαρδαμύττει
σ_282,σκάρκη
σ_283,σκατοφάγος
σ_284,σκάφας ἔφερον οἱ μέτοικοι ἐν τῇ πομπῇ τῶν Παναθηναίων
σ_285,σκαφεῖον
σ_286,σκάφιον
σ_287,σκαφηφορεῖν
σ_288,σκαφηφόροι
σ_289,σκαφίδας, οὐ σκάφας
σ_290,σκαφίδας †μίξας† Μοσσυνικὰ μαζονόμια
σ_291,σκάφιον ἀποκεκαρμένην
σ_292,σκάφιον
σ_293,σκάφιον
σ_294,σκεδάζει
σ_295,σκεδαστήν
σ_296,σκεθρόν
σ_297,σκελετεύεσθαι
σ_298,σκελλόμενα
σ_299,σκέπαρνον
σ_300,σκέρβολλε
σ_301,σκευοθήκη
σ_302,σκευοποιοῦντα τὸ πρᾶγμα
σ_303,σκεῦος
σ_304,σκευοφορεῖον καὶ ἀναφορεῖον
σ_305,σκευωρία
σ_306,σκέψομαι
σ_307,σκηνή
σ_308,σκηνὴν δὲ ἣν ἔχουσιν
σ_309,σκηνίτης
σ_310,σκηπάνιον
σ_311,σκίπων
σ_312,σκήπτεται
σ_313,σκηπτόμενος
σ_314,σκηπτόμενος
σ_315,σκηπτός
σ_316,σκῆπτρον
σ_317,σκηπτοῦχος
σ_318,σκῆψις
σ_319,Σκῆψις
σ_320,σκῆψις
σ_321,σκιαγράφος
σ_322,σκιαδείων
σ_323,Σκίαθος
σ_324,Σκιάποδες
σ_325,Σκιάποδες
σ_326,σκιάς
σ_327,σκιὰς καὶ σκιάδειον
σ_328,σκιδνάμενος
σ_329,σκιμαλίσαι
σ_330,σκιμβάζειν
σ_331,σκίμπους
σ_332,σκινδακίσαι
σ_333,σκινδάλαμοι
σ_334,σκινδαλεύειν
σ_335,σκίνδαρον
σ_336,σκιόεντα
σ_337,σκιραφεῖα
σ_338,σκιραφεῖον
σ_339,σκιρ†άφι†α
σ_340,Σκίρον
σ_341,Σκίρον
σ_342,Σκίρος
σ_343,Σκιροφόρια
σ_344,Σκιροφοριών
σ_345,Σκίτων
σ_346,Σκι{ω}ρ{ε}ῖται
σ_347,σκληραύχενας
σ_348,σκληφρόν
σ_349,σκληφρός
σ_350,σκνίψ
σ_351,σκνὶψ ἐκ χώρας
σ_352,σκόθης
σ_353,σκοῖδος
σ_354,σκολιόν
σ_355,σκόλοψ
σ_356,σκολύθρια
σ_357,σκόλυθρον
σ_358,σκομβρίζει
σ_359,σκομβρίσαι
σ_360,σκόνθυλλε
σ_361,σκόνυζαν
σ_362,σκοπέλῳ
σ_363,σκοπεῖν καὶ σκοπιᾶν λέγουσιν
σ_364,σκοπιά
σ_365,σκοπιάζων
σ_366,σκοπιωροῦνται
σ_367,σκοπόν
σ_368,σκοπός
σ_369,σκοπός
σ_370,σκορακίζει
σ_371,σκορακίζειν
σ_372,σκορακίζονται
σ_373,σκορακισμός
σ_374,σκορδινᾶσθαι
σ_375,σκοτοδινιᾷ
σ_376,σκοτομήνη
σ_377,σκότος καὶ σκότον
σ_378,σκυβαλίζεται
σ_379,Σκυθικαί
σ_380,σκυθρός
σ_381,σκῦλα
σ_382,Σκυθαίνας
σ_383,σκῦλα λέγουσιν, ὡς ἡμεῖς
σ_384,σκυλόδεψος
σ_385,σκύμνος
σ_386,σκυρθάνια
σ_387,Σκυρίαν δίκην
σ_388,σκυτάλαι
σ_389,σκυτάλη
σ_390,σκυτάλη
σ_391,σκύτη
σ_392,σκυτοδέψης
σ_393,σκῦτος
σ_394,σκυτοτόμος
σ_395,σκύφος
σ_396,σκώληξ
σ_397,σκῶλος
σ_398,σκώπτει
σ_399,σκῶρ
σ_400,σκώπευμα
σ_401,σμῆνος
σ_402,σμήρινθοι
σ_403,σμικρόν
σ_404,Σμικυθίων
σ_405,σμιλεύματα
σ_406,σμινύην
σ_407,σμοκορδοῦν
σ_408,σμύξαι
σ_409,σμυχόμενος
σ_410,σμώδιγγες
σ_411,σμῶδιξ
σ_412,σμώχειν
σ_413,σοβάδες
σ_414,σοβαρός
σ_415,σοβαρός
σ_416,σοβεῖ
σ_417,Σόλοι
σ_418,Σόλοι
σ_419,σόλον
σ_420,σορός
σ_421,Σούνιον
σ_422,σορέλλη
σ_423,σοφίαν
σ_424,σόφισμα
σ_425,σοφιστής
σ_426,σοφιστής
σ_427,σπάδων
σ_428,σπαδών
σ_429,σπαθᾶν
σ_430,σπαθᾶν
σ_431,σπάθημα φρενῶν
σ_432,σπαθίδα
σ_433,σπαθῶσι
σ_434,σπαίρει
σ_435,σπάλαυθρον
σ_436,σπάνις
σ_437,σπανίαν
σ_438,σπαργανώματα
σ_439,σπαργῶσα
σ_440,σπαργῶσιν
σ_441,σπαρνόν
σ_442,σπάρτα
σ_443,σπαρτοπόλιον
σ_444,Σπαρτωλός
σ_445,σπατάγγαι
σ_446,σπεῖρα
σ_447,σπεῖραι
σ_448,σπειρηδόν
σ_449,σπένδεται
σ_450,σπένδομαι
σ_451,σπένδοντας
σ_452,σπερματίαν
σ_453,σπερμολόγος
σ_454,σπεῖσαι
σ_455,σπερμολόγος
σ_456,σπεύδειν
σ_457,σπερχνός
σ_458,σπερχόμενος
σ_459,σπῆλυγξ
σ_460,σπιθαμή
σ_461,σπιθαμήν
σ_462,σπιθαμή
σ_463,σπιλάδες
σ_464,σπῖλος
σ_465,σπίνος
σ_466,σπληνίον
σ_467,σποδ†οῦν†
σ_468,σποδιοῦσιν
σ_469,σπολάς
σ_470,σπονδεῖα
σ_471,σπονδή
σ_472,σπονδοφόροι
σ_473,σποράδα γῆς
σ_474,σποράδην
σ_475,σπόρθυγγες
σ_476,σπουδάζω περὶ τὸν ἄνδρα
σ_477,σπουδαίως
σ_478,σπουδαρχιάσας
σ_479,σπουδὴν ποιεῖσθαι
σ_480,σπυρθίζειν
σ_481,σπυρθίζειν
σ_482,σπυρίς
σ_483,Σποράδες νῆσοι
σ_484,στάδια καὶ σταδίους
σ_485,στάδιον
σ_486,σταθείς
σ_487,σταθερόν
σ_488,σταθερόν
σ_489,σταθερόν
σ_490,στάθμη
σ_491,σταθεῦσαι
σ_492,σταθμός
σ_493,σταθμούς
σ_494,σταθμῶν
σ_495,σταθμώμενον
σ_496,σταλαγμόν
σ_497,στάλικας
σ_498,σταμνία
σ_499,στατήρ
σ_500,σταμίνες
σ_501,σταυροί
σ_502,στάς
σ_503,στασιασμόν
σ_504,στάσις
σ_505,στασιώτης
σ_506,στατῆρα
σ_507,στατήρ
σ_508,σταφυλήν
σ_509,σταφυλοβολεῖον
σ_510,στέατα
σ_511,στεγανόμιον
σ_512,στεγανώτερον
σ_513,στεγανόν
σ_514,στεγναί
σ_515,στεγόμενα
σ_516,στείβοντες
σ_517,στειλάμενοι
σ_518,στειλάμενος
σ_519,στείλασθαι
σ_520,στείχειν
σ_521,στείχοντες
σ_522,στελεόν
σ_523,στέμμα
σ_524,στέμφυλον
σ_525,στένει
σ_526,στενολεσχία
σ_527,στενόπρωκτος
σ_528,στενωπός
σ_529,στεργέτω
σ_530,στέρεσθαι καὶ στερίσκεσθαι
σ_531,στερέμνιον
σ_532,στερίφη
σ_533,στε{ρ}κτικόν
σ_534,στέριφος
σ_535,στερίφοις
σ_536,στέρνοις
σ_537,στερνοτύπτης
σ_538,στε{ρ}κτικόν
σ_539,στεροπή
σ_540,†στερτοι†
σ_541,στλεγγίς
σ_542,στερρός
σ_543,στεφάνη
σ_544,στεφάνη
σ_545,Στεφανηφόρος
σ_546,στεφανῶν τοὺς νενικηκότας
σ_547,στήλας
σ_548,στηλιτεύσας
σ_549,†στημον†
σ_550,Στήνια
σ_551,στήριγ†μ†α
σ_552,στιβάδες
σ_553,στιβαρόν
σ_554,στιβάς
σ_555,στίγματα
σ_556,στιγμήν
σ_557,στίγων
σ_558,στίλβη
σ_559,στίλην
σ_560,στίμμι καὶ στίμ<μ>ιν
σ_561,στίξαι
σ_562,στιλπνόν
σ_563,Στ†ιρα†κη
σ_564,Στ†ιρ†εύς
σ_565,στῖφος
σ_566,στιφρόν
σ_567,στίχος
σ_568,στοιχειοῦσιν
σ_569,στλεγγιδοποιός
σ_570,στοαί
σ_571,στοάν
σ_572,στοιβήν
σ_573,στοιχεῖον
σ_574,στοιχεῖον
σ_575,στοιχειοῦσιν
σ_576,στοιχομυθεῖν
σ_577,στοιχείωσις
σ_578,στοῖχος
σ_579,στόλον
σ_580,στόλοκρον
σ_581,στολήν
σ_582,στόλοκρον
σ_583,στόμαχος
σ_584,στόμις ἵππος
σ_585,στόμφακα
σ_586,στόμωμα
σ_587,στοναχάς
σ_588,στονόεσσα
σ_589,στόνος
σ_590,στορέσαι
σ_591,στόρθυγξ
σ_592,Στράβαξ
σ_593,στράγγα
σ_594,στραγγαλᾶν
σ_595,στραγγαλίδες
σ_596,στραγγαλιῶδες
σ_597,στραγγίς
σ_598,στρα†γ†εύει
σ_599,στραγός
σ_600,στραγώτερος
σ_601,στρατήγημα
σ_602,στρατηγίς
σ_603,στρατεία ἐν τοῖς ἐπωνύμοις
σ_604,στρατιά
σ_605,στρατεία
σ_606,στρατηγιᾶν
σ_607,στρατηγοί
σ_608,στρατιάν
σ_609,Στράτιος
σ_610,στρατοπεδευσάμενοι
σ_611,στρατόπεδον ἐποιήσαντο
σ_612,στρατός
σ_613,Στρατοφάνη
σ_614,στρεβλούμενος
σ_615,στρεβλόν
σ_616,στρέμμα
σ_617,στρεπτά
σ_618,στρεπτούς
σ_619,στρέφος
σ_620,Στρέψα
σ_621,Στρεψαίους
σ_622,στρεψίμαλλος ἄνθρωπος
σ_623,στρηνόν
σ_624,στριφνός
σ_625,στροβεῖ
σ_626,στροβελός
σ_627,στρόβ†η†λοι
σ_628,στροβῆσαι
σ_629,στρομβῆσαι
σ_630,στρόμβος
σ_631,Στρομβιχίδης
σ_632,Στρούθης
σ_633,στρουθίζων
σ_634,στρουθός
σ_635,Στρο†μφί†δες
σ_636,στροφάλιγγι
σ_637,στροφαῖος
σ_638,στροφάς
σ_639,στρόφιον
σ_640,στρόφις
σ_641,<στρόφον>
σ_642,στρωματίτης
σ_643,στρωτήρ
σ_644,†στρυφόν†
σ_645,Στρύμη
σ_646,στρωτήρ
σ_647,στυγεῖ
σ_648,στυρακίζειν
σ_649,στυγερῷ
σ_650,στυγητός
σ_651,Στύξ
σ_652,†στύππιον ἢ στιππύον†
σ_653,στύραξ
σ_654,στύραξ
σ_655,στυφελίξαι
σ_656,στῴδιον καὶ στοίδιον
σ_657,στωμύλος
σ_658,Συβαρ†η†τικαῖς καὶ Συβαρικαῖς
σ_659,Συβαρ†η†τικοὶ λόγοι
σ_660,συβήνη
σ_661,συβώτης
σ_662,Συβρίδαι
σ_663,Συ†γγ†αληττός
σ_664,συγγραφεῖς
σ_665,συγγραφικῶς
σ_666,συγχεῖ
σ_667,συγχυθείς
σ_668,σύγκεισθε
σ_669,συγκλύδων
σ_670,συγκα†ρύγ†αι
σ_671,συγκεκορδ†ημένα†
σ_672,σύγκρισις
σ_673,συγκομιδή
σ_674,συγκριτικῶς
σ_675,συγκροτεῖ
σ_676,συγκρούειν
σ_677,συγκυκῶν
σ_678,συγκυροῦντα
σ_679,συηνία καὶ ὑηνία
σ_680,συκάμινα
σ_681,συκίδα
σ_682,συκίνη μάχαιρα
σ_683,σύκινον
σ_684,σῦκον ἐφ’ Ἑρμῇ
σ_685,συκάζειν
σ_686,σῦκον αἰτεῖν
σ_687,συκοφαντεῖν
σ_688,σῦλαι
σ_689,σύλας
σ_690,συλλήβδην
σ_691,συλλήπτορα
σ_692,συλλογῆς
σ_693,σύλλογος
σ_694,συμβαίνοντα
σ_695,συμβαλεῖν
σ_696,σύμβασις
σ_697,συμβατήριοι
σ_698,συμβιβάσει
σ_699,συμβιβάζων
σ_700,συμβιβῶ
σ_701,σύμβολα
σ_702,σύμβολα
σ_703,συμβόλαια
σ_704,συμβολοκοπῶν
σ_705,σύμβολον
σ_706,σύμβολον
σ_707,σύμβουλοι
σ_708,συμβόλους
σ_709,συμβραβεύσω
σ_710,συμμορία
σ_711,συμμορία
σ_712,συμπαίστορα
σ_713,συμπαρομαρτῶν
σ_714,συμπέπηγεν
σ_715,συμπλάττεται
σ_716,σύμπτωμα
σ_717,συμφέρεται
σ_718,σύμφημι
σ_719,συμφορά
σ_720,συμφορῆσαι
σ_721,συμφράδμονες
σ_722,συμφυλετῶν
σ_723,συμφυοῦς
σ_724,συμφύρεται
σ_725,σύμψηφα
σ_726,συμψ†ι†σθείς
σ_727,συναγείρων
σ_728,συναγηγερμένοι
σ_729,συναγορεύειν
σ_730,συνᾴδων
σ_731,σύναιμος
σ_732,συναιρόμενος
σ_733,σύναιχμος
σ_734,συναλίσας
σ_735,συναλισθείσης
σ_736,συνανέσχον
σ_737,συναπηρτ†η†μένος
σ_738,συναραμένου
σ_739,συναρτήσαντες
σ_740,συναυλία
σ_741,συνάφεια
σ_742,σύνδειπνα
σ_743,συγγραφεῖς
σ_744,σύνδικοι
σ_745,σὺν δορὶ σὺν ἀσπίδι
σ_746,συνδούμενος
σ_747,σύνδρομος
σ_748,συνδυάσω
σ_749,συνεδεῖσθαι
σ_750,συνέθει
σ_751,συνέδριον
σ_752,συνέλκειν τὰς ὀφρῦς
σ_753,συνέφηβος
σ_754,συνεχῶς
σ_755,συνειλεγμένα
σ_756,συνειλόχασιν
σ_757,συνείπετο
σ_758,συν†ειρη†μένον
σ_759,συνείρει
σ_760,συνεῖρκτο
σ_761,συνεισέφρησεν
σ_762,συνεκδοχικῶς
σ_763,συνεκόμισαν
σ_764,συνεκτικώτατα
σ_765,συνεκύρησεν
σ_766,συνελόντι φράσαι
σ_767,συνελόχ†η†σεν
σ_768,συνέμπορος
σ_769,συνενηνεγμένοι
σ_770,συνέπεσε γενέσθαι
σ_771,συνερανίζεται
σ_772,συνερέσθαι
σ_773,συνέριθος
σ_774,συνεστιᾶται
σ_775,συνευνέτης
σ_776,σύνευν{ι}ον
σ_777,συνεχόμενος
σ_778,συνεψήσθη
σ_779,συνήγορος
σ_780,συνήγοροι
σ_781,συνήγοροι
σ_782,συνήδομαι
σ_783,συνῄεσαν
σ_784,συνήκμαζεν
σ_785,συνήλασεν
σ_786,συνήμονας
σ_787,συνήορος
σ_788,συνήρτυες
σ_789,συνησθέντες
σ_790,συνησθῶσιν
σ_791,σύνθακος
σ_792,σύνθημα
σ_793,†σύνθυμοι†
σ_794,συνίημι
σ_795,συνιστορεῖ
σ_796,συνίστωρ
σ_797,συνιστᾷ
σ_798,συγκεκορδυλημένα
σ_799,σύγκλητος ἐκκλησία
σ_800,συγκόψαι
σ_801,συνοίσει
σ_802,συνοῖσον
σ_803,συνοιχήσεται
σ_804,συνουσία
σ_805,συνουσιασμός
σ_806,σύνταξις
σ_807,σύνταξις
σ_808,συντελής
σ_809,συντελεῖς
σ_810,συντελεῖς
σ_811,συντέρμων
σ_812,συντετάσθαι
σ_813,σύντευξις
σ_814,συντεύξομαι
σ_815,συντιμηθῆναι
σ_816,συντροχάσαι
σ_817,σὺν τῷ κυνὶ καὶ τὸν ἱμάντα
σ_818,συντυχεῖν
σ_819,συντύχημα
σ_820,συνῳδά
σ_821,συνωθούμενος
σ_822,συνωμοσία
σ_823,συνωρίς
σ_824,συοβοιωτοί
σ_825,συοβαύβαλοι
σ_826,συοφόρβια
σ_827,Συρακοσία τράπεζα
σ_828,συρβάβυττα
σ_829,συρβηνεύς
σ_830,σύργαστρος
σ_831,συρμαία
σ_832,συρμαίαν βλέπων
σ_833,σύριγγος
σ_834,σύρφαξ
σ_835,†σύρφα†
σ_836,συρφετός
σ_837,Σύροι πρὸς Φοίνικας
σ_838,συσκευάζει
σ_839,συσπειραθέντες
σ_840,συσσεισμός
σ_841,συσσιτίαι
σ_842,συσσίτιον
σ_843,συστομώτερον σκάφης
σ_844,συστρέμματα
σ_845,σῦς
σ_846,συφεός
σ_847,συχναῖς
σ_848,συχνόν
σ_849,{συώδης
σ_850,σφαγεῖον
σ_851,σφαγάς
σ_852,σφαδάζειν
σ_853,σφαδάζοντες
σ_854,σφαδάζουσα
σ_855,σφαιρωτήρ
σ_856,σφακελίζοντες
σ_857,σφακελισμός
σ_858,σφακελισμός
σ_859,σφαλείς
σ_860,σφάραγον
σ_861,σφᾶς
σ_862,σφενδαμνίνους
σ_863,σφενδόνη
σ_864,σφενδόνη
σ_865,σφενδονᾶσθαι
σ_866,σφέτερα
σ_867,σφετερίζεται
σ_868,σφέτερον
σ_869,σφετέρῳ
σ_870,σφῆκες
σ_871,σφηκώδεις
σ_872,σφῆκες καὶ σφηκ†ίαι†
σ_873,σφηκῶσαι
σ_874,σφῆλαι
σ_875,σφηνούμενος
σ_876,Σφήττιοι
σ_877,σφίν
σ_878,σφίγκτας
σ_879,σφ†ιγ†ανόν
σ_880,σφίσιν
σ_881,σφραγιδονυχαργοκομῆται
σ_882,σφριγῶν
σ_883,Σφοδρίας
σ_884,σφυγμός
σ_885,σφύζει
σ_886,σφυρά
σ_887,σφυρήλατος
σ_888,σφῶν
σ_889,σχάδονας
σ_890,σχαλίσαι
σ_891,σχαστηρία
σ_892,σχάσον
σ_893,σχεδιάζει
σ_894,σχεδιάζειν
σ_895,σχεδιασθείς
σ_896,σχέδιοι
σ_897,σχέδιον
σ_898,σχεδόν
σ_899,σχελίδες
σ_900,σχέσις
σ_901,σχετικῶς
σ_902,σχετλιάζει
σ_903,σχέτλιος
σ_904,σχηματιζόμενος
σ_905,σχήσειν
σ_906,σχήσεσθαι
σ_907,σχήσουσιν
σ_908,σχοίητε
σ_909,σχιστὴ ὁδός
σ_910,σχίζα
σ_911,σχιζίας
σ_912,σχιστὸς χιτών
σ_913,σχῖνον
σ_914,σχοινίον μεμιλτωμένον
σ_915,σχοίνισμα
σ_916,σχοῖνος
σ_917,σχολάζειν καὶ σχολὴν ἄγειν
σ_918,σχολαῖον
σ_919,σχολή
σ_920,σχόλια
σ_921,σχόμενος
σ_922,σχών
σ_923,σῷ
σ_924,σωκεῖν
σ_925,σῶμα
σ_926,σωμάτια
σ_927,σωρηδόν
σ_928,σωρεία
σ_929,σωρός
σ_930,σῶστρα
σ_931,Σωτάδεια
σ_932,Σωτὴρ Ζεύς
σ_933,σωτέος
σ_934,σωφρονισταί
τ_1,τά
τ_2,ταβερνεῖα
τ_3,τάγηνον
τ_4,ταγηνίας
τ_5,τάγυρι
τ_6,τάδε ἐκ τοῦ τρίποδος
τ_7,τάδε Μῆδος οὐ †φυλάξει†
τ_8,τάδ’ οὐ παρὰ Κενταύροισιν
τ_9,τὰ ἐκ τῶν ἁμαξῶν
τ_10,τὰ ἐν ποσίν
τ_11,τὰ ἐπίχειρα
τ_12,ταινίαι
τ_13,ταινιοῦντος
τ_14,τακερόν
τ_15,τακτικῶς
τ_16,τἆλλα καὶ φιλώμεθα
τ_17,τάλαντα
τ_18,ταλανίζει
τ_19,ταλαντεύει
τ_20,τάλαντον
τ_21,ταλαντουμένην
τ_22,ταλάντωσις
τ_23,τάλαρος
τ_24,τάλας
τ_25,ταλάσ<σ>ῃς
τ_26,ταλασίαν
τ_27,ταλάσιον
τ_28,ταλασιουργία
τ_29,ταλασίφρονα
τ_30,ταλαιπαθές
τ_31,τ†ά†λεσιν
τ_32,ταλαπείριον
τ_33,τάλιδος
τ_34,ταμίαι
τ_35,ταμίαι
τ_36,ταμίαι
τ_37,ταμιεῖον
τ_38,ταμιεύεται
τ_39,ταμιευόμενον
τ_40,ταμίης
τ_41,τάμισος
τ_42,ταναϋφῆ
τ_43,Ταμύναι
τ_44,τᾶν
τ_45,τανύπεπλος
τ_46,τανύποδας
τ_47,τανύηκες
τ_48,τανύπτερος
τ_49,τάξαι
τ_50,τάξασθαι
τ_51,ταξίαρχος
τ_52,τάπητες
τ_53,τα{ο}νθαρύζειν
τ_54,τὰ πολλά
τ_55,τἀπὶ κοσκίνῳ
τ_56,τὰ πρῶτ’ ἀρίστους παῖδας Αἴγινα τρέφει
τ_57,ταραντ{ε}ῖνον
τ_58,ταραντῖναι βαφαί
τ_59,ταρβεῖ
τ_60,τάρβη καὶ τάρβος
τ_61,ταριχεύειν
τ_62,ταριχεύει
τ_63,ταρροί
τ_64,ταρσοί
τ_65,τάρπη
τ_66,ταρσός
τ_67,τάρρωμα
τ_68,Τάρταρος
τ_69,Τάρταρον
τ_70,ταρτημόριον
τ_71,Ταρτησία μύραινα
τ_72,τάσις
τ_73,Ταντάλου τάλαντα
τ_74,τὰ Σαμίων ὑποπτεύεις
τ_75,τὰ τῶν †φόρων† κρείττω{ν}
τ_76,Ταυρέας
τ_77,ταῦρον
τ_78,Ταυροπόλον
τ_79,ταυροφάγον
τ_80,ταυτάζειν
τ_81,ταῦτα πράσσων ’φασκ’ ἀνὴρ οὐδὲν ποῶν
τ_82,ταύτῃ
τ_83,ταυτοεπεῖν
τ_84,ταυτότητος
τ_85,τάφος
τ_86,ταφρεῦσαι
τ_87,τάφρος
τ_88,τάχα
τ_89,τάχα
τ_90,τάχας
τ_91,ταχύ
τ_92,ταχυβάμονας ὅρκους
τ_93,ταχυναυτεῖ
τ_94,τὰ ὦτα ἐπὶ τῶν ὤμων ἔχοντες
τ_95,τέγγει
τ_96,τέγγεσθαι
τ_97,τέγξω
τ_98,τεγχθέντων
τ_99,τέγος
τ_100,τεθηγμένον
τ_101,τεθηλότα
τ_102,τεθ†η†μμένον
τ_103,τέθηπα
τ_104,τεθηπότες
τ_105,τέθμια
τ_106,τέθνασο
τ_107,τε†θνί†α
τ_108,τεθολωμένος
τ_109,τέθριππον
τ_110,τεθυκώς
τ_111,τεθυμμένος
τ_112,τεθυωμένοι
τ_113,τέθωται
τ_114,τε†ι†κτούς
τ_115,τείρει
τ_116,τειχ†εί†ρεις
τ_117,τέκεα
τ_118,τεκμήριον
τ_119,τέκμωρ
τ_120,τέκος
τ_121,τεκταινόμενος
τ_122,τεκτήνατο
τ_123,τέκτων
τ_124,τελαμών
τ_125,τελέθει
τ_126,τελέθουσι
τ_127,†τέλλει†
τ_128,τελενικίσαι
τ_129,τέλεον
τ_130,τελμῖνα
τ_131,τελεσθῆναι
τ_132,τελεσφόρος
τ_133,τελετή
τ_134,τελευτῆσαι
τ_135,τελθεῖν
τ_136,τελισκόμενος
τ_137,τέλμα
τ_138,τέλματα
τ_139,τέλος
τ_140,Τελμισσεῖς
τ_141,τελοῦντα
τ_142,Τελχῖνες
τ_143,τελχιταίνει
τ_144,τεμένη
τ_145,τέμνειν
τ_146,τέμνουσι φάρμακον
τ_147,Τέμπη
τ_148,τέμπλα
τ_149,τενάγη
τ_150,τέναρος
τ_151,Τενέδιος ἄνθρωπος
τ_152,Τενέδιος ξυνήγορος
τ_153,Τενθεύς
τ_154,τένθης
τ_155,Τενέδιος πέλεκυς
τ_156,ταινίαι
τ_157,τένθης
τ_158,τένοντας
τ_159,τέρας
τ_160,τεράστια
τ_161,τερᾴζεις
τ_162,τέραμνον
τ_163,τεράμων καὶ ἀτεράμων
τ_164,Τερμέρια
τ_165,τερατεία
τ_166,τερατολογίαι
τ_167,τερατοσκόπος
τ_168,τερατώδη
τ_169,τέρεν
τ_170,τερετίζομεν
τ_171,τερετίσματα
τ_172,τέρετρον
τ_173,τερηδών
τ_174,τερθρεία
τ_175,τέρμα
τ_176,τερματίζεται
τ_177,τέρπεσθον
τ_178,τέρμινθος
τ_179,τερπικέραυνος
τ_180,τερπωλήν
τ_181,τερπότραμις
τ_182,τεταρτημόριον
τ_183,τετάφατε
τ_184,τετελεσμένον
τ_185,τέτ{ε}υκται
τ_186,τέτηκα
τ_187,τέτλαθι
τ_188,τετληκώς
τ_189,τετραβάμων
τ_190,τετράδι γέγονας
τ_191,Τερμέρια κακά
τ_192,τεταμένον φῶς εὐθὺ{ς} οἷον κίονα
τ_193,τετρακόσιοι
τ_194,τετρακτύς
τ_195,τετραρχία
τ_196,τετραχίζειν
τ_197,τετρίγει
τ_198,τετριγυῖα
τ_199,τετρηχυῖα
τ_200,τετρυπημένη ψῆφος
τ_201,τετρυπημένη
τ_202,τετρῦσθαι
τ_203,τετρυχωμένος
τ_204,τετρωβολίζων
τ_205,τέτρωρον
τ_206,τετταράκοντα
τ_207,τεττιγοφόροι
τ_208,τετύκοντο
